,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,caption
96,Wk5f-WMic9s,Expoza Travel,Scotland (Europe) Vacation Travel Video Guide,"Scotland, located in the north of the United Kingdom, is a fascinating and atmospheric land. A land of Celtic myths and legends with green hills, barren highlands, mysterious lakes and mighty castles.In the centre of the capital the impressive Edinburgh Castle crowns the hard basalt cone of an extinct volcano, the historic heart of the nation. The beauty of the dense forests and hills of the Trossachs was made famous by author, Sir Walter Scott, in the nineteenth century.  It is the most scenic region in central Scotland and possesses grandiose, wild and romantic scenery. The remote Loch Katrine brings to mind Sir Walter Scott’s poem, The Lady Of The Lake. On the Firth Of Lorne is Kilmartin Glen one of the most important prehistoric regions in Scotland.  Here, standing-stone, three metre high monoliths are scattered across meadows with grazing sheep. The Bronze Age megalithic grave mounds and stone circles can be seen from Duchraigaig Cairn. Across the north runs the Great Glen with Loch Linnhe, Lochy and Ness marking its course which passes through some amazing landscapes. In Fort William Train Station, the Jacobite is awaiting its passengers. The huge black monster is an impressive sight. Slowly, the nostalgic train moves off and begins its journey on one of the most beautiful railway routes in the world. The history of Glenfarclas is as colourful as the whisky of the same name. It is the story of the Grant Family and their distillery. ‘Scottish Gold’ must be stored for at least three years until the traditional taste of single malt whisky is produced but it can often be left to mature for between twelve and fifty years. Scotland is like a land from an ancient and historic time whose real treasure is its natural, rugged scenery!

--------------
Watch more travel videos ► https://goo.gl/MXPgSs
Join us. Subscribe now! ► https://goo.gl/awdDrh

Arcadia Television Live TV: https://www.arcadiatelevision.com
Be our fan on Facebook ► http://goo.gl/0xmbQk
Follow us on Twitter ► http://goo.gl/334ln5
--------------

Thanks for all your support, rating the video and leaving a comment is always appreciated!
Please: respect each other in the comments. 

Expoza Travel is taking you on a journey to the earth's most beautiful and fascinating places. Get inspiration and essentials with our travel guide videos and documentaries for your next trip, holiday, vacation or simply enjoy and get tips about all the beauty in the world... 

It is yours to discover!","['destination', 'Travel (TV Genre)', 'Vacation (Quotation Subject)', 'Guide (Profession)', 'Tourism (Interest)', 'Adventure', 'Culture', 'Nature', 'Events', 'Museum', 'Scotland (Country)', 'Europe (Continent)', 'United Kingdom (Country)', 'Landmark', 'Holiday', 'Tourist', 'tour', 'guide', 'travel', 'video', 'desination', 'landmark', 'history', 'scottish', 'Scottish People (Ethnicity)', 'Visit', 'السياحة في اسكوتلندا', 'اسكوتلندا', 'السفر الى اوروبا', 'السياحة في اوروبا', 'العمل في اوروبا', 'العمل في اسكوتلندا', 'طبيعة اسكوتلندا']",2015-07-17T16:08:23Z,1271436,7978,,201,PT51M37S,false
97,dgY1HnRAiZQ,Expoza Travel,London (United Kingdom) Vacation Travel Video Guide • Great Destinations,"✱ 12.800 Hotels in London - Lowest Price Guarantee ► https://booki.ng/2DFsetA

Everyone knows London. The red double-deckers, the black taxis, the red phone booths, the red brick buildings, the guards with the bearskin fur caps are well known by even those, who have never been to the English capital. There are the legendary buildings: the clock-tower of the Parliament, the Big Ben, the Saint Paul Cathedral, the residence of the Queen, the Buckingham Palace, the Westminster, the Tower and the famous bridge, the Tower, the Waterloo and the London bridge are all known from the pages of history books and literary pieces. There are incredibly lots of things to see, there is the British Museum, the National Gallery, the Trafalgar Square, the Piccadilly Circus, the famous parks, the St. James and the Hyde, the rebuilt Globe Theatre, the Madame Tussaud’s, the Sherlock Holmes Museum, and the new pride of the city, the London Eye… Not to mention the busy cultural life, the theatres, the restaurants of the Soho and Covent Garden, and the uncountable number of pubs, where in the old days Shakespeare, Dickens or Churchill had their beers.

--------------
Watch more travel videos ► https://goo.gl/MXPgSs
Join us. Subscribe now! ► https://goo.gl/awdDrh

Arcadia Television Live TV: https://www.arcadiatelevision.com
Be our fan on Facebook ► http://goo.gl/0xmbQk
Follow us on Twitter ► http://goo.gl/334ln5
--------------

Thanks for all your support, rating the video and leaving a comment is always appreciated!
Please: respect each other in the comments. 

Expoza Travel is taking you on a journey to the earth's most beautiful and fascinating places. Get inspiration and essentials with our travel guide videos and documentaries for your next trip, holiday, vacation or simply enjoy and get tips about all the beauty in the world... 

It is yours to discover!","['tips', 'expoza travel', 'Soho', 'Westminster', 'Southwark Cathedral', 'Marble Arch', 'guide', 'world', 'discovery', 'Shopping Londen', 'Wellington Triumphal', 'travel', 'Madame Tussaud', 'Globe Theatre', 'Hyde Park', 'Thames', 'trip', 'videos', 'Sherlock Holmes Museum', 'channel', 'Greenwich', 'vacation', 'travel guide', 'Buckingham Palace', 'Hampton Court', 'city', 'documentary', 'Piccadilly', 'Covent Garden', 'Tower Bridge', 'The needle of Cleopatra', 'Big Ben', 'essentials', 'London Eye', 'Trafalgar', 'St. Paul Cathedral', 'holiday', 'Pall Mall', 'British Museum']",2015-04-18T16:00:01Z,166786,758,,38,PT59M21S,false
98,RFsXzl3LXP4,Curly Tales ,What It’s Like Ep 1: Cruise Vacation In India | Cordelia Cruises - Mum To Lakshadweep | Curly Tales,"#Ad
I went on a 5-night cruise vacation to Lakshadweep and Goa with my entire family & had one of a kind experience with Cordelia Cruises. With exquisite dining, non-stop Entertainment, endless ocean views and luxury accommodations, you can sail to a beautiful holiday too, just like us!

Cordelia Cruises is India’s premium cruise liner and aspires to promote and drive the cruise culture in India. You will sail on The Empress which is an iconic vessel which first set sail in the year 1990 with the name The Nordic Empress. After sailing the Bahamas and the Caribbean, The Empress is now cruising the West and the East coast of India.

Itinerary:
Day 1: Mumbai
Day 2: At Sea
Day 3: Lakshadweep
Day 4: At Sea
Day 5: Goa
Day 6: Mumbai

About Navi Loans
Navi currently offers personal loans in a simple way through their app
- Over 8 Lakh customers
- More than ₹1800 Cr loan disbursed in FY 21
- Over 10 years of NBFC experience
- RBI registered NBFC

Get instant personal loan with Navi:

PlayStore-  https://bit.ly/3HeSlGX
Applestore- https://apps.apple.com/in/app/navi-loans/id1541152485

✅Low interest rates
✅Instant Loan. Get money in your bank account in minutes
✅Zero pre-closure charges
✅No hidden fees


Drone Footage Credit- Chirag Batliwalla ( Navigators_life_ )

#CurlyTales #KamiyaJani #WhatitsLike #CordeliaCruise

Subscribe to Curly Tales on YT ► http://bit.ly/CurlyTales

Other Social Accounts:
Follow us on Facebook ►http://bit.ly/2PEaDGT
Follow us on Instagram ► http://bit.ly/2NQcckE
For more such stories ► http://bit.ly/2MM7yrk","['Curly Tales', 'Curly Tails', 'kamiya jani', 'cruise', 'cruise India', 'cruise review', 'kamiya jani on cruise', 'lakshwadeep', 'Cordelia cruise', 'Cordelia cruise India']",2021-12-31T13:22:45Z,2089974,28705,,909,PT16M28S,false
99,cA9UwSwiWTQ,I Love Travel and Food,H2 accident hua pisot Nepalor pora polabo loga hol 😳😲,,"['i love travel and food', 'Bikash Chetry', 'Assamese vlog', 'H2 Nepal', 'Jatt Prabhjot', 'samiran', 'jatra', 'new song', 'Assamese music video', 'Neel Akash']",2022-11-19T13:40:40Z,200322,28128,,1157,PT15M7S,false
100,MlrzLYqIsE8,Expedia,Lima Vacation Travel Guide | Expedia,"Lima – Welcome to the capital of Peru, where city sights are as diverse as the nation’s landscapes. Follow us through this South American city and take note of the top spots to visit. 

When ready, browse vacation packages to Lima: https://www.expedia.com/Lima.d178277.Destination-Travel-Guides

#Lima gives access to the mystical city of Machu Picchu in the Andes, Lake Titicaca in the highlands, the lush Amazon jungle and Peru’s coastal desert. But, before you go to see all of this, it’s worth exploring the capital first.

In Lima’s Historic Center is the Plaza de Armas, also known as the Plaza Mayor. #Visit Government Palace which is still the official seat of government today.

Continue your #vacation outside of the city center. The Bajada de los Baños in bohemian Barranco is home to the Bridge of Sighs. In Miraflores is Huaca Pucllana, a pre-Columbian temple of some 1,500 years old. The Museo Larco in Pueblo Libre contains amazing pre-Columbian artifacts. 

Don’t miss Lima’s parks. Parque de las Leyendas is a zoo and Parque de Exposición has fountains to play in and an awe-inspiring light show.

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Lima: https://www.expedia.com/Lima.dx178277

Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas. 
 
---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Lima
1:45 - Bajada de los Baños
1:56 - Bridge of Sighs
2:07 - El Malecon
2:25 - Huaca Pucllana
2:53 - Plaza de Armas
3:29 - Lima Cathedral
3:55 - Historic Center
4:28 - Museo Larco
4:57 - Sala Erotica
5:08 - Parque de las Leyendas
5:25 - Parque de Exposicion","['cvg', 'Exposition Park', 'Larco Museum', 'Barranco', 'Huaca Pucllana', 'Plaza Mayor', 'Makaha', 'Leyendas Park', 'Parque De Barranco', 'Parque del Amor', 'Punta Hermosa', 'Bridge of Sighs', 'Miraflores', 'Lima', 'Peru', 'Plaza San Martin']",2016-01-27T04:39:10Z,847962,3934,,241,PT6M51S,true
101,xIQ3g1oHVOg,Aadhan Food & Travel,అప్పనపల్లి అన్నదానం | Appanapalli Annadanam | Free Meals @ Appanapalli Bala Balaji Temple,"How Appannapalli Temple Runs Annadanam. Watch Special Video on Appannapalli Annadanam. Appanapalli is nearly 13 kms from Amalapuram. This famous temple is surrounded by Godavari river on 3 sides the other side is covered by Bay of Bengal.

#AppannapalliAnnadanam #BalabalajiTemple #aadhanfood 

Address: GWMH+7MW, Road, Appannapalli, Pedapatnam, Andhra Pradesh 533247

Download Our Aadhan App:  https://bit.ly/2leHJnn

""SUBSCRIBE"" The channel for more latest updates

Please Like, Share and Comment in Comment Box

Thank you for watching.","['Appanapalli Sri Bala Balaji Swamy Temple', 'Appannapalli Annadanam', 'Appannapalli temple', 'appannapalli balaji temple', 'appannapalli', 'Appanapalli Sri Bala Balaji Swamy Temple History', 'Appanapalli Sri Bala Balaji Swamy Temple Annadanam', 'Appanapalli Sri Bala Balaji Swamy Temple history in telugu', 'Sri Bala Balaji Swamy Temple in Appannapalli', 'appannapalli bala balaji', 'appannapalli bala balaji temple', 'appannapalli temple history', 'Appanapalli story', 'Sri Balaji Devasthanam - Appanapalli']",2022-11-22T09:30:18Z,24940,685,,64,PT15M44S,false
102,Ou7DqR57ywc,Aadhan Food & Travel,"ప్లేటు నిండా ఫుడ్డె | THE TIFFIN PLATE | Masala Puri, Ghee Karam Dosa, Egg Dosa | Street Food Review","Hello Food Lovers, Today we are presenting you the authentic rayalseema tiffins in hyderabad. The Tiffin Plate which is famous for breakfast recipes like Masala Puri, Ghee Karam Dosa, Egg Dosa and more watch the full video to know more about The Tiffin Plate.

#thetiffinpalte #breakfastrecipe #aadhanfood 

Address: Plot No 100 & 101, Srinivasa Nagar Park, Road, Jubilee Gardens, Kondapur, Telangana 500084
Location: https://goo.gl/maps/CZ45dunF1Z82Lhu7A

Download Our Aadhan App:  https://bit.ly/2leHJnn

""SUBSCRIBE"" The channel for more latest updates

Please Like, Share and Comment in Comment Box

Thank you for watching.","['The Tiffin Plate', 'the tiffin plate', 'the tiffin plate kondapur', 'authentic rayalseema tiffins', 'authentic rayalseema tiffins in hyderabad', 'authentic rayalseema breakfast in hyderabad', 'best tiffins recipes in hyderabad', 'hyderabad food review', 'breakfast recipes', 'best tiffin center in hyderabad', 'ghee karam dosa', 'chennai special sambar', 'chennai idli sambar', 'idli sambar recipe', 'hyderabad street food', 'street food', 'aadhan food', 'aadhan food review', 'aadhan food hyderabad', 'egg dosa']",2022-11-23T09:30:11Z,20793,217,,16,PT7M25S,false
103,ZzhrJaqd2cM,Punjabi Travel Couple,ਸ਼ਹਿਰ ਲਾਹੌਰ ਵੱਲ ਸਫ਼ਰ lahore Pakistan | Punjabi Travel Couple | Ripan Khushi Pakistan Tour,"In this video we are going to Lahore by train from Panja Sahib, Hasan Abdal, Pakistan.
Yatra Shri Nankana Sahib, Panja Sahib Pakistan

Kashmir Travel Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11khgln1NIUabAda3UagpZGQu 

Tibet China Border Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kif2OmOzBceQgaFktXHlOHW 

Ladakh & Kashmir Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kgn1rTOCCW0Z59LIareOp80  

Yatra Hemkunt Sahib Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kgz9vpnGFu9ovwG8VqO9O8R 

Kartarpur Sahib Pakistan Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11ki3a_iP3vu_DnxLl7lRKKhj 

Punjab Border Tour Series Link:
https://www.youtube.com/watch?v=Rfaz6UR-hv4&list=PLP-AUIuv11kg4XaX3gAPNYNRAkbTAQkA6 

Rajasthan Travel Series Link: 
https://www.youtube.com/playlist?list=PLP-AUIuv11kiPCL3qYVK-J--aQF1CeP4r

All India Tour Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11khN-5laKgv0CGh4v5Djl0jI 

Tour of Middle India Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kiWKGgxxNF4J37y-HYyV0R3 


If you like this video then please Subscribe our channel.
And you can also follow us on social media. All links given below.
Instagram - http://instagram.com/ripankhushichahal
Facebook - http://facebook.com/PUNJABITRAVELCOUPLE

 @Punjabi Travel Couple  
 
#Pakistantour   #nankanasahib    #punjabitravelcouple   

#Punjab #RipanKhushi #PunjabiCouple #PunjabiCoupleVlogsIn this video you can see Sri Nankana Sahib. it is birth place of first sikh Guru Nanak Dev Ji.

Kashmir Travel Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11khgln1NIUabAda3UagpZGQu 

Tibet China Border Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kif2OmOzBceQgaFktXHlOHW 

Ladakh & Kashmir Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kgn1rTOCCW0Z59LIareOp80  

Yatra Hemkunt Sahib Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kgz9vpnGFu9ovwG8VqO9O8R 

Kartarpur Sahib Pakistan Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11ki3a_iP3vu_DnxLl7lRKKhj 

Punjab Border Tour Series Link:
https://www.youtube.com/watch?v=Rfaz6UR-hv4&list=PLP-AUIuv11kg4XaX3gAPNYNRAkbTAQkA6 

Rajasthan Travel Series Link: 
https://www.youtube.com/playlist?list=PLP-AUIuv11kiPCL3qYVK-J--aQF1CeP4r

All India Tour Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11khN-5laKgv0CGh4v5Djl0jI 

Tour of Middle India Series Link:
https://www.youtube.com/playlist?list=PLP-AUIuv11kiWKGgxxNF4J37y-HYyV0R3 


If you like this video then please Subscribe our channel.
And you can also follow us on social media. All links given below.
Instagram - http://instagram.com/ripankhushichahal
Facebook - http://facebook.com/PUNJABITRAVELCOUPLE

 @Punjabi Travel Couple  
 
#Pakistantour   #nankanasahib     #punjabitravelcouple   

#Punjab #RipanKhushi #PunjabiCouple #PunjabiCoupleVlogs","['Punjabi Travel Couple', 'Punjabi Travel Videos', 'Ripan khushi', 'Punjabi Travel Vlog', 'Travel Couple', 'Punjabi couple', 'Punjabi couple vlog', 'couple vlog', 'panjabi couple', 'travel couple', 'panjabi couple vlogs', 'punjabi couple vlog', 'punjabi couple', 'ripan khushi', 'ripan khushi vogs', 'ripan khushi vlogs', 'ripan khushi blog', 'Pakistan tour', 'Nankana Sahib', 'Ripan khushi pakistan', 'gurdwara pakistan', 'nankana sahib pakistan', 'kartarpur sahib pakistan', 'pakistan tour', 'panja sahib pakistan', 'lahore']",2022-11-19T14:30:17Z,202418,,,568,PT18M57S,false
104,1hcQOXYPejA,Expedia,Bordeaux Vacation Travel Guide | Expedia,"Bordeaux – Enjoy a region where history and charm flows as freely as the world-famous wine produced here. Discover the best places to visit and be enthralled by one of France’s favorite cities. 

Check out all the places we visited in this video: https://viewfinder.expedia.com/bordeaux-vacation-ideas-planning-itinerary-travel-video/


When ready, browse vacation packages to Bordeaux: https://www.expedia.com/Bordeaux.d6023322.Destination-Travel-Guides

A #Bordeaux #vacation is one for all the senses. Delve into the fascinating history of Bordeaux’s wine country and quite literally taste the fruits of its labor. From the museums dedicated to its story to the vineyards that are living pieces of this history, Bordeaux is proud of its vinicultural identity. 

The essence of Bordeaux can also be found in its elegant architecture. #Visit the many monuments and grand structures set amid an already beautifully built city. #Explore Bordeaux from its stone streets, its twisting vines or from along the sweeping Garrone River. 

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Bordeaux: 
https://www.expedia.com/Bordeaux.dx6023322

Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas!

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Bordeaux
1:11 - Pont de Pierre
1:58 - Cathedrale St. Andre
2:10 - Girondins Monument
2:21 - Victory Place
2:44 - Aquitaine Museum
3:38 - Place de la Bourse
3:47 - Rue Sainte-Catherine
4:16 - Capucins Market
4:40 - Wine and Trade Museum
5:02 - Cité du Vin
6:12 - Chateau Pape Clement
6:51 - Sauternes
7:00 - Bazas
7:25 - Saint-Émilion","['cvg', 'vacation travel guide', 'where to go', 'places to visit', 'vacation package', 'vacation', 'things to do', 'travel bordeaux', 'bordeaux winery', 'bordeaux history', 'bordeaux', 'bordeaux vinyards', 'Bordeaux museums', 'france', 'europe travel', 'bordeaux vacation', 'travel to bordeaux', 'things to do in bordeaux']",2019-11-28T00:59:04Z,350579,4753,,137,PT9M2S,true
105,UO6HZLdN-Ls,Expedia,Santorini Vacation Travel Guide | Expedia,"This video for Santorini Vacation Travel Guide  is one of our older productions, but we wanted to share it with you to get some feedback on how these older clips compare to the more recent travel guides we’ve shot. Below are some links to those recent videos. Feel free to compare with this clip and comment below to let us know which ones you prefer, and what else you’d love to see from Expedia on YouTube!

St. Petersburg 
https://www.youtube.com/watch?v=N3ISUUO0CSo

Kyoto:
https://www.youtube.com/watch?v=Jd1wzlwtKJ0

--------------------------------------------------------------------------------------

The island of Santorini has a pretty explosive past. It’s perched over the remains of a much larger land mass that sank almost 4,000 years ago when a volcano blew its top, leaving the blue caldera and steep cliffs behind. 

It is these cliffs and the flooded caldera that have become Santorini’s iconic calling card, and the first stop on your Santorini tour. Here’s your first bit of trivia: The whitewashed homes that appear on so many postcards and photographs are larger than they appear on the outside. They’re partially built into existing cliffside caves, and feature some of the most distinctive Mediterranean architecture you’ll ever see. 

Santorini sightseeing will no doubt bring you up the stairs and pathways to the blue-domed churches that stand guard over the island. From there, you can take in the exquisite view of the caldera and harbor below. If you get a little weary of the spectacular sights, don’t worry; there’s plenty of things to do besides wander the various clifftop towns. If you head down to water level, you can soak in the warm surf, explore Santorini’s many beaches, go for a drive along winding roads, or go on a fishing expedition from one of the harbors. 

At the end of the day, gather with the residents and visitors atop the cliff towns and watch the sun drop into the ocean. You’ll never see a view quite like it.

What part of Santorini do you want to see? 

Visit our Santorini travel guide page for more information or to plan your next vacation!

--------------------------------------------------------------------------------------

Follow us on social media:
Twitter: https://twitter.com/Expedia 
Facebook: https://www.facebook.com/expedia 
Instagram: http://instagram.com/expedia
Pinterest: http://www.pinterest.com/Expedia/
Google+: https://plus.google.com/+Expedia 

--------------------------------------------------------------------------------------

Follow us on our travel blog, Viewfinder: 
http://viewfinder.expedia.com/","['yt:cc=off', 'cvg', 'greece', 'santorini', 'Oia', 'Firá']",2015-03-10T17:56:24Z,1121390,4173,,214,PT5M14S,true
106,Ik9NeDDnd5Q,Expedia,Antigua Vacation Travel Guide | Expedia,"Antigua – In the sparkling Caribbean Sea, just 3 hours from Miami and 8 from London, is the largest island in the nation of Antigua and Barbuda. Check out the coolest things to see and do in Antigua. 
When ready, browse vacation packages to Antigua: https://www.expedia.com/Antigua.d11729.Destination-Travel-Guides

Begin your #Antigua #vacation in the port town capital, St. John’s. Mix up a little history and shopping down by the city’s quays, where old shophouses have been given new life as cafes, bars and duty-free boutiques. #Visit the old Courthouse, now the home of the national museum; walk the ramparts of the harbor’s fortifications.
 
North of St. John’s, find Runaway Beach and Dickenson Bay, home to some of the purest sands and finest resorts in the West Indies. On the island’s eastern side, visit the historic sugar plantation, Betty’s Hope. A few miles east, feel the power of nature at Devil’s Bridge, a natural arch carved by Atlantic waves. #Explore Half Moon Bay, Mamora Bay and English Harbor.
 
From English Harbor back to St. John’s, it’s just one perfect beach after another. Some say there are 365 beaches in Antigua, one for each day of the year. 

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Antigua: https://www.expedia.com/Antigua.dx11729  

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Antigua
0:57 - St John’s
1:31 - National Museum 
2:16 - Runaway Beach & Dickenson Bay
2:39 - Betty’s Hope
3:03 - Devils Bridge
3:20 - Half Moon Bay & Mamora Bay
3:51 - English Harbour
4:35 - Clarence House
4:51 - Shirley Heights
5:11 - Pigeon’s Point Beach
5:26 - Carlisle Beach
5:31 - Turners Beach
5:36 - Valley Church Beach","['cvg', ""St. John's"", 'English Harbour', ""Nelson's Dockyard"", 'Dickenson Bay Beach', 'Carlisle Beach', ""Devil's Bridge"", ""Johnson's Point"", 'Bolans', 'Fort Barrington', 'Shirley Heights', 'Long Bay', 'Valley Church Beach', 'Deep Bay', 'Fort Berkeley', 'caribbean', 'antigua', 'barbuda']",2017-06-06T06:19:26Z,914134,6620,,395,PT6M54S,true
107,dhpTnjY6I-Y,OnBoardHD,TRIP REPORT | The Biggest Storm I've Ever Seen! | Abu Dhabi to Vienna | Etihad Boeing 787 Dreamliner,"Get Surfshark VPN at https://surfshark.deals/ONBOARDHD - Enter promo code ONBOARDHD for 83% off and 3 extra months free!

Etihad Trip Report flying from Abu Dhabi to Vienna onboard one of the Etihad Boeing 787-9 on a lovely summer morning.

A very comfortable flight from Abu Dhabi to Vienna onboard the Etihad Boeing 787 Dreamliner. Etihad early-morning wave departs towards Europe around 3-4am, which means that all passengers were sleeping during the majority of the flight, so the flight was even more comfortable with a silent cabin.

When we were around 1 hour in the air, over Kuwait, we found one of the biggest storms I've ever seen (probably the biggest one; well for sure the biggest one). It was amazing to see so many lightning strikes from such a huge cumulus of cumulonimbus clouds. It was huge, enormous. For sure the most active storm I have ever seen from a plane. It forced us to deviate our route to the right, towards Irak.

After a couple of hours cruising towards Vienna, the Sunrise started when flying over Irak. What a marvelous view! We could see how the sky was changing colors, from a very dark blue to a reañly intense orange, with many others in between. It was really beautiful to enjoy such a peaceful moment after the huge storm we circumnavigated 1h before.

About the onboard service, just after takeoff, the crew passed through the cabin offering 1 drink and 1 little bag with a small bottle of water and some kind of tomato (Marguerita) sandwich.

The main meal came over the Black Sea, already with daylight, and consisted of a nice breakfast. I decided to go for the classic option: cheese and tomato omelet with spinach, potatoes, and lamb sausage. It included a croissant with jam and yogurt. I must say it was really tasty, everything, but the portion was too little.

Our route today took us over the Persian Gulf, with a right deviation towards Irak to circumnavigate the storm, Turkey, the Black Sea, Bulgaria, Romania, Hungary, Slovakia, and, finally, Vienna (Austria). All in all, a nice flight that I wouldn't mind repeating in the future. Etihad is an airline that with a couple more details could be competing perfectly with Emirates or Qatar Airways. Let's see how they do in the future!

Now it's your turn! 
Have you ever flown with Etihad? Which airplane? Which route? How was the experience? Do you think they are at the same level as Emirates or Qatar Airways? Have you ever been in Vienna? Maybe in Abu Dhabi? Have you ever seen a storm like this one on a plane?
Lots of things to talk about! Read you all in the comments!

✈ BECOME A MEMBER! Join the OnBoardHD crew and support your favorite channel!
More info here: https://www.youtube.com/channel/UCGaHFbjx1cB0Q8IcM-DkPqA/join

FLIGHT INFO:
· Airline: ETIHAD
· Airplane: Boeing 787-9 Dreamliner
· Flight number: ETD053 - EY053
· AIRPORTS:
- Departure: Abu Dhabi (AUH - OMAA)
- Arrival: Vienna (VIE - LOWW)
· Departure Gate: 48
· Seat: 33A
· Registration: A6-BLU
· Date of Recording: July 2022
· Recorded with SAMSUNG GALAXY S21 Ultra (in UHD 4K).

----- TOP PLAYLISTS OnBoardHD -----

✈ Latest Uploads:  https://youtu.be/gp96xKXkP4A
✈ Most Popular Reports:  https://youtu.be/6YzVVlnWObI
✈ UK Holiday Flights:  https://youtu.be/PM3X48h3Lao
✈ Low-Cost Trip Reports: https://youtu.be/GQGdcclGvLY
✈ Train Trip Reports: https://youtu.be/gyzips0pB1k
✈ RYANAIR Trip Reports:  https://youtu.be/9sSxNQEAjbY
✈ Vlogs: https://youtu.be/m-J8OhYmUoM

--------
✈✈ TWITTER: twitter.com/OnBoardHD (@onboardhd)
--------

* MUSIC: 
- Masked Raven by Vexento in NCS
https://www.youtube.com/watch?v=Nvc0hgt9I1g
- Roa - Moonlight
Music provided by Vlog No Copyright Music.
Creative Commons - Attribution 3.0 Unported
Video Link: https://youtu.be/8ztoSwnFoWs
- Vlad Gluschenko — Awakening
License: CC BY 3.0: https://creativecommons.org/licenses/by/3.0/deed.en

----- CHAPTERS -----
00:00 Intro
00:26 Abu Dhabi Airport
01:50 Planespotting in Abu Dhabi
02:48 Boarding the Boeing 787
06:28 Taxi & Takeoff in Abu Dhabi
10:05 First Catering Service
10:26 The Biggest Storm I've Ever Seen
11:09 Night onboard
11:40 Sunrise over Turkey
14:04 Breakfast Service (main service)
15:50 Approaching Vienna
17:36 Landing in Vienna
19:44 Disembark & Vienna airport

© All rights reserved. This content may not be uploaded anywhere. You can share the Youtube link.
Contact me on Twitter: @OnBoardHD

#Etihad #Boeing787 #TripReport","['etihad', 'etihad airline', 'etihad b787', 'eithad boeing 787', 'etihad catering', 'etihad meal', 'etihad experience', 'etihad trip report', 'trip report eithad', 'trip report', 'flight report', 'flight report etihad', 'etihad flight report', 'eithad abu dhabi', 'etihad vienna', 'etihad abu dhabi vienna', 'abu dhabi to vienna', 'abu dhabi wien', 'eithad catering service', 'etihad breakfast', 'etihad econommy class', 'onboardhd', 'onboard hd', 'on board hd', 'onboardhd etihad', 'boeing 787', 'boeing 787 dreamliner']",2022-08-27T08:00:11Z,250441,3026,,156,PT22M40S,false
