,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,caption
54,vNQR3ixE8AE,touropia,10 Best Places to Visit in Thailand - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-to-visit-in-thailand/ 

Thailand is a collage of animated scenes that comprise bustling modern cities crowded with tuk-tuks, Buddhist temples tended by orange-robed monks, hill tribes selling handicrafts, lush landscapes dotted with traditional farming villages and stunning coastlines peppered with gorgeous beaches and blue lagoons. Such a captivating portrait explains why Thailand is Southeast Asia’s most popular travel destination. Here’s a look at the best places to visit in Thailand.","['thailand', 'thailand travel', 'thailand tourism', 'thailand islands', 'Ko Chang', 'chiang rai', 'chiang mai', 'bangkok', 'ko phi phi', 'ko tao', 'khao sok', 'railay', 'Ayutthaya', 'Kanchanaburi']",2020-06-29T13:47:27Z,2973849,27579,,1278,PT16M5S,true
55,VtXuGg0Qkro,touropia,10 Best Places to Visit in Montenegro - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-to-visit-in-montenegro/

Established as an independent country in 2006, the small Balkan nation of Montenegro is quickly becoming a popular travel destination. Gorgeous beaches, verdant mountains and postcard-perfect historic towns draw an increasing number of visitors every year. Add a mild Mediterranean climate into the mix, toss in opportunities for active pursuits ranging from mountain biking to whitewater rafting, and it’s no wonder that tourism is now the driving force behind Montenegro’s growing economy. Here’s a look at the best places to visit in Montenegro:","['montenegro', 'montenegro travel', 'montenegro tourism', 'montenegro places', 'kotor', 'kotor bay', 'sveti stefan', 'herceg novi', 'skadar lake', 'Lake Skadar', 'Mount Lovcen', 'Cetinje', 'ostrog', 'perast', 'Durmitor National Park', 'budva']",2020-07-10T18:57:54Z,708488,6123,,367,PT13M53S,true
56,KwmjJvM_rLs,touropia,10 Top Tourist Attractions in Istanbul - Travel Video,"Check out all the attractions seen in this video: https://www.touropia.com/tourist-attractions-in-istanbul/ 

Istanbul is a city that wears its cultures and history well, blending them into an exciting city that has much to offer travelers from around the world. Founded during Neolithic times, Istanbul today is a modern city that remains true to its historic heritage through its mosques, basilicas and ancient bazaars. Standing between the East and the West, Turkey’s largest city offers an aura of intrigue and charm that will appeal to all visitors. Here’s a look at the top tourist attractions in Istanbul:","['Istanbul', 'Top 10 Istanbul', 'Istanbul Travel', 'Visit Istanbul', 'Istanbul Tourist Attractions', 'Istanbul Attractions', 'Istanbul Tourism', 'Hagia Sophia', 'Chora Church', 'Blue Mosque', 'Galata Tower', 'Basilica Cistern', 'Dolmabahce Palace', 'Topkapi Palace', 'Grand Bazaar']",2018-07-19T12:17:06Z,1294905,10411,,570,PT11M24S,true
57,-N8g95sH9NM,Top Things - Places,"Salzburg, Austria | Vacation Travel Guide | Best Place to Visit | 4K","#Salzburg #TopThings #BestPlacetoVisit #VacationTravelGuide

Salzburg is one of the most beautiful, and best place to visit in Austria. 

Salzburg - Most Beautiful Places in the World

This vacation travel guide video will help you with all the travel tips, and suggestions like what is the best time to visit Salzburg, best things to do in Salzburg, best places to visit in Salzburg, and how to reach Salzburg. This guide will be a minute book for you to pack your bags for a beautiful vacation.

The following chapters can help you better :)

0:00 Channel Intro
0:14 Introduction
1:08 City of Salzburg is Popular for?
1:34 Best Attractions / Best things to do in Salzburg / Best Places to visit in Salzburg
1:44 Hohensalzburg Fortress
2:26 Salzburg Old Town
3:02 Salzburg Cathedral
3:34 Mirabell Palace and Gardens
4:07 Mozarts Birthplace and Residence
4:54 River Salzach
5:36 Official Language of Salzburg
5:55 Currency Used in Salzburg
6:23 Accommodation in Salzburg
6:37 How to reach Salzburg?
7:02 Best time to Visit Salzburg","['salzburg', 'salzburg 4k', 'salzburg travel', 'salzburg travel guide', 'salzburg austria', 'austria', 'best time to visit salzburg', 'how to reach salzburg', 'vacation travel guide', 'best place to visit', 'best things to do in salzburg', 'most beautiful places in the world']",2021-06-11T14:00:01Z,7910,1105,,13,PT7M50S,false
58,jCbEI2-mFMQ,touropia,30 Most Beautiful Cities in the World - Travel Video,"Cities are often associated with culture and excitement rather than beauty, yet many of the world’s urban hubs rival the prettiest villages and the most striking natural wonders in the looks department. These are the beautiful cities with breathtaking surroundings, awe-inspiring architecture and landmarks that have stood for centuries. From colorful old towns to sleek modern skylines, here’s a look at the most beautiful cities in the world.","['city', 'city travel', 'tourism', 'world cities', 'new york city', 'rome', 'istanbul', 'hong kong', 'paris', 'london', 'dubrovnik', 'cartagena', 'venice', 'vancouver', 'Tallinn', 'bruges', 'Luang Prabang', 'chiang mai', 'rio de janeiro', 'cusco', 'dubai', 'prague', 'singapore', 'sydney', 'San Miguel de Allende', 'st petersburg', 'hoi an', 'Chefchaouen', 'San Francisco', 'jaipur', 'kyoto', 'cape town']",2021-12-08T14:00:16Z,2784776,23074,,1118,PT48M28S,false
59,eNUNNjvxyxo,TRIP XTREME,Top 20 Cheap Places to Visit in the USA 2022 | Best Vacation Spots,"Trip Xtreme presents the hot topics around travel, things to do, adventure, places to visit, and much more. Today, we present the 'Top 20 Cheap Places to Visit in the USA 2022 | Best Vacation Spots' which includes the likes of Grand Canyon, Colorado Springs, Glacier National Park, and more. Watch premium content on travel to get entertained and inspired exclusively on Trip Xtreme!

#USA #Cheap #Places

Want to Travel full time? Make Money Online by starting your own website ⬇️
👉 http://bit.ly/Make-Money-Website

Buy Best Travel Backpacks on Amazon : https://amzn.to/32cwn3m
Buy Best Travel Accessories on Amazon : https://amzn.to/35wHoi7
Buy GoPro Action Camera on Amazon : https://amzn.to/2MI7lT5

Travel is our passion and you can find the best travel guides, top 10s, places to visit, and much more exclusively on Trip Xtreme. We aim to create a Travel Series for every country in the World. 

Make sure to Subscribe below for Top 10 Xtreme Travel Videos :
http://bit.ly/travel-xtreme

Note: The video was created in educational purposes, according to the fair use law.

---- DISCLAIMER! ---- Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

For copyright matters please contact us at:  extremejaw@gmail.com","['trip xtreme', 'travel', 'top 10', 'usa', 'places to visit in usa', 'cheap places to visit in usa', 'best vacation spots in the usa', 'top 10 places to visit in the usa', 'cheap vacation spots', 'best cheap vacation spots in the usa', 'best places to visit in usa', 'usa places', 'usa places to visit', 'cheap places to travel in usa', 'best cheap places to travel in usa', 'cheap travel destinations in usa', 'best places to visit in usa 2021', 'top 20 places', 'top 20 places to visit in usa', 'grand canyon', 'mojotravels']",2021-06-09T17:07:55Z,192631,2249,,66,PT14M39S,false
60,p63z3V-Tqbc,Lifestyle Hal,10 Beautiful Places to Visit in Finland 🇫🇮  | The Happiest Place in the World,"10 Beautiful Places to visit in Finland. Some of the best places to visit in finland are natural wonders such as Lapland and aland islands. Finland which is part of scandinavia has many top european destinations such as helsinki, turku, espoo, rovaniemi and so much more! Finland has been named the happiest place in the world for a fourth year running, so thats another reason why you should visit ! For more countries check the playlist

✅ SUBSCRIBE So you wont miss another episode - https://bit.ly/2CVuPjc
✅  More Destinations in the Playlist  -  https://www.youtube.com/watch?v=0WU1IX7Z920&list=PLqA5IqROVq1CXVp54S_UGZg-3p7wSqXPV

⌚ ALL POLAND TRAVEL SERIES: 
✅ Krakow Poland Travel (Summer Series) - https://bit.ly/2voJKSU
✅ Krakow Poland Winter Series - https://bit.ly/3aXFIA6
✅ Wroclaw Poland Travel (Winter Series) https://bit.ly/2vqNF1J
✅ Tarnow Poland Travel  - https://bit.ly/38U3xHF
✅ Lublin Poland Travel  - https://bit.ly/2vox12z

⌚ MORE HELPFUL LONDON VIDEOS:
✅ Where To Stay in London  - https://bit.ly/2QuIBBC
✅ London Areas Guide  (NEIGHBOURHOODS) https://bit.ly/2Ky2QKD
✅ London Travel Guide - https://bit.ly/2Kz2401

✅ FOLLOW ME!!!!! 
https://www.instagram.com/thelifestylerebel
https://www.facebook.com/thelifestylerebel","['10 beautiful places to visit in finland', 'best places to visit in finland', 'beautiful places to visit in finland', 'finland travel', 'travel finland', 'finland tourist', 'finland travel guide', 'finland trip', 'finland tour', 'turku finland', 'scandinavia 4k', 'finland 4k', 'rovaniemi finland', 'helsinki finland', 'lifestyle hal', 'olavinlinna castle', 'helsinki travel guide', 'finland travel video', 'helsinki tour', 'happiest place in the world', 'tampere finland']",2021-03-23T16:00:31Z,577873,7397,,623,PT12M12S,false
61,dNU1lJiDaSY,touropia,10 Best Places to Visit in Texas - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-to-visit-in-texas/

They say that everything is bigger in Texas, and it is certainly true that there is a large range of things do so, see and explore in the second largest state. The landscape changes dramatically throughout the expanses of the Lone Star State, from deserts and scrublands to swamps, pine forests, and mountains. Texans are fiercely proud, and they have a lot to be proud of. Whether you’re interested in history, art or cowboy culture, it’s all found in Texas. Here’s a look at the best places to visit in Texas:","['texas', 'texas travel', 'texas tourism', 'austin', 'dallas', 'houston', 'Fort Worth', 'el paso', 'big bend', 'Galveston', 'texas hill country', 'San Antonio']",2021-04-14T09:58:01Z,990781,12795,,679,PT14M39S,true
62,4i5KYDePHDU,Lifestyle Hal,10 Amazing Places to Visit in the Netherlands  🇳🇱  | Netherlands Travel Guide,"10 Beautiful Places to Visit in the Netherlands 4k. Some of the best places to visit in the Netherlands are right here in this travel video. A Netherlands trip usually consists of visiting beautiful windmills or tourist destinations such as Utrecht, Amsterdam or Rotterdam, Leiden, Maastrict or the Hague. But either way the Netherlands is a top european destination no matter which place you choose but here are 10 i would recommend in part 1!

✅ SUBSCRIBE So you wont miss another episode - https://bit.ly/2CVuPjc
✅  More Destinations in the Playlist  -  https://www.youtube.com/watch?v=0WU1IX7Z920&list=PLqA5IqROVq1CXVp54S_UGZg-3p7wSqXPV

⌚ ALL POLAND TRAVEL SERIES: 
✅ Krakow Poland Travel (Summer Series) - https://bit.ly/2voJKSU
✅ Krakow Poland Winter Series - https://bit.ly/3aXFIA6
✅ Wroclaw Poland Travel (Winter Series) https://bit.ly/2vqNF1J
✅ Tarnow Poland Travel  - https://bit.ly/38U3xHF
✅ Lublin Poland Travel  - https://bit.ly/2vox12z

⌚ MORE HELPFUL LONDON VIDEOS:
✅ Where To Stay in London  - https://bit.ly/2QuIBBC
✅ London Areas Guide  (NEIGHBOURHOODS) https://bit.ly/2Ky2QKD
✅ London Travel Guide - https://bit.ly/2Kz2401

✅ FOLLOW ME!!!!! 
https://www.instagram.com/thelifestylerebel
https://www.facebook.com/thelifestylerebel

Chasing Daylight' [Emotional Neoclassical CC-BY] - Scott Buckley 
https://www.youtube.com/watch?v=msnp0pmvJQQ 

Precipice' [Sweeping Cinematic Orchestra CC-BY] - Scott Buckley 
https://www.youtube.com/watch?v=x9BlqhIQcdw   

This Too Shall Pass' [Bittersweet Neoclassical CC-BY] - Scott Buckley 
https://www.youtube.com/watch?v=tG8DOwmS8MI","['10 Beautiful Places to Visit in the Netherlands', 'best places to visit in the netherlands', 'beautiful places in the netherlands', 'netherlands trip', 'netherlands travel', 'travel netherlands', 'netherlands tourism', 'netherlands 4k', 'lifestyle hal', 'tourist attractions in the netherlands', 'netherlands travel video', 'utrecht', 'delft netherlands', 'netherlands tour', 'kinderdijk', 'giethoorn village', 'giethoorn village netherlands', 'amazing places to visit in the netherlands', 'netherlands attractions']",2021-04-02T14:30:01Z,372924,3621,,332,PT11M48S,false
63,RgKJPSkS4cs,Joyous Travel,Amazing Places to visit in New Zealand - Travel Video,"Are you planning your next vacation in New Zealand? Not sure where to go in this so in this southwest corner of the Pacific Ocean.
In this island country, you can enjoy modern cities, long forests, majestic mountains, glaciers, volcanoes, and beautiful beaches.
You will find fun for all kinds of tourists and interests when visiting this country. Stay with us and discover the best places to visit in New Zealand. You will not regret it!

Chapters: 

00:00 Why visiting New Zealand
00:30 Mount Cook
01:14 Abel Tasman National Park
01:52 Hawke’s Bay
02:40 Milford Sound
03:35 Bay of Islands
04:34 Waitomo Glowworm Caves
05:22 Fox and Franz Josef Glaciers
06:28 Tekapo Lake
07:15 Tongariro National Park
08:12 Hobbiton Movie Set, Matamata
08:56 Reason for visiting New Zealand

#Mexico #Places #Travel","['best places', 'places', 'travel video', 'amazing places', 'Best Places to Visit', 'Places to Visit', 'virtual tours', 'Tourist destination', 'best places to visit in New Zealand', 'new zealand places', 'top 10 new zealand', 'new zealand travel', 'new zealand tourism', 'auckland', 'fiordland national park', 'queenstown', 'Tongariro National Park', 'Bay of Islands', 'Glacier Country', 'Kaikoura', 'Hawke’s Bay', 'Mount Cook', 'Abel Tasman National Park', 'Milford Sound', 'Waitomo Glowworm Caves', 'Tekapo Lake']",2022-03-01T19:10:18Z,364645,4428,,359,PT9M55S,false
64,1L2PIyGczCA,World Wild Hearts,"ISTANBUL, TURKEY (2022) | 7 INCREDIBLE Things To Do In Istanbul!","Istanbul is located in the northwest of Turkey and is the largest city in the country. It’s not the capital city of Turkey, but is known as the country’s economic, cultural and historic center. There are many historical places to visit as well as lots of interesting art, architecture, culinary heritage, and a vibrant local atmosphere. Try to stay at least 3 to 5 days in this bustling city to be able to enjoy the many things to do. In this video we'll highlight 7 INCREDIBLE things to do in Istanbul, Turkey!

7. Istiklal Street 
The 7th best thing to do in Istanbul is to explore the vibrant Istiklal Street. Istiklal is the busiest street in the city, comparable to Oxford Street in London or Fifth Avenue in New York City. This long stretch has a wide range of shops, cafes, restaurants, and much more. 

✅Istanbul Food Tour: https://www.getyourguide.com/istanbul-l56/istanbul-private-guided-food-tour-t177825/?partner_id=57UJ5GF&utm_medium=online_publisher&placement=content-middle&cmp=Istanbul_video

6. “Relax” at a Hamam
The Turkish bath, or hamam, is an important part of Turkish culture. It’s a type of steam bath and also a place of public bathing that was used primarily within the Ottoman Empire starting in the 16th century. There are about 60 baths in Istanbul, offering just the traditional bath or including massages. The price can range from $15 to $50. 
 
5. Galata Bridge & Bosphorus 
The 5th best thing to do in Istanbul is to walk the Galata Bridge in the heart of Istanbul. This bridge spans the Golden Horn and stretches between modern Istanbul on the north and the Old Town of Istanbul on the south. The Golden Horn is actually an inlet of the Bosphorus river, which forms the border between the European and the Asian continent. 
 
4. Topkapi Palace
Topkapi Palace is an architectural highlight in Istanbul and therefore ranks at number 4. Home to the Ottoman sultans for nearly 400 years, this palace was the heart of the vast Ottoman Empire. The palace has hundreds of rooms decorated with beautiful tiles, gold, and other decorations.

3. Galata Tower 
The 3rd best thing to do in Istanbul is to visit the Galata Tower. This historic tower sits high above the city and is visible from all angles. It was once used as a watchtower, but is now converted into a museum. It offers the best view of Istanbul!

2. Shop at the Grand & Spice Bazaar 
The runner-up activity is to shop at the Grand Bazaar and the Spice Bazaar. Both are located in the old town of Istanbul, near the Galata Bridge. The Spice Bazaar is a giant covered market with the majority of shops selling food. The market is also close to the Grand Bazaar, which is the true centre of hustle and bustle. With over 4,000 shops, the Grand Bazaar has a little bit of everything. 

Hagia Sophia + Free  Walking Tour
The best thing to do in Istanbul is to visit the Hagia Sophia. Located in the heart of Sultanahmet, this is one of the most impressive and important buildings ever constructed. It’s now free to enter, but to fully understand the importance of this building we encourage you to go on a “free walking tour”. Free walking tours run daily at 10:30AM.
 
✅ Free Walking Tour link: https://www.freetour.com/istanbul/free-old-town-tour?referralID=ZdvRXrkURXUfA7zT&campaign=istanbulvideo

🌟 ISTANBUL TRAVEL TIPS REVEALED AT THE END OF THE VIDEO!

⬇️ FREE DOWNLOAD:
Top 100 Bucket List Destinations: https://www.worldwildhearts.com/join

💰 SAVE MONEY ON YOUR TRIP:
- Book cheap flights: https://skyscanner.pxf.io/c/3559813/1027991/13416?associateid=AFF_TRA_19354_00001 
- Book cheap accommodations: https://www.booking.com/index.html?aid=7936148 
- Book cheap rental cars: https://rentalcars.tp.st/czR4KczE 

✅ SUBSCRIBE:
https://www.youtube.com/c/WorldWildHearts

😊 FOLLOW US ON SOCIAL MEDIA:
https://www.instagram.com/worldwildhearts/
https://www.tiktok.com/@worldwildhearts

📺 MORE VIDEOS YOU WILL ENJOY:
Pamukkale, Turkey: https://youtu.be/VaAY9NuctMY
Best Things To Do in Oludeniz: https://youtu.be/QePrzOiSM0Q
Best Things to do in Izmir: https://youtu.be/kYbepCS3aCY
Best Things to do in Antalya: https://youtu.be/dUGLTmbuSzg
Best Things to do in Cappadocia: https://youtu.be/KhwLtXp-PWE
Best Things to do in Kas: https://youtu.be/O7c_bXCF8BU
Best Things to do in Olympos National Park: https://youtu.be/JeUhilNUEFw

✏️ BLOG POST YOU WILL ENJOY:
Best Things To Do In Istanbul: https://www.worldwildhearts.com/post/best-things-to-do-in-istanbul-turkey

🎵 MUSIC CREDITS:
Rejoice in the morning by The David Roy Collective
For your name by Gan Raveh
Black coffee by Anthony Vega
Vast desert by Anthony Vega
Acacia Tree by Gan Raveh
Jericho at dusk by Alon Peretz
Rolling wadi by Itai Armon
Changes by Ray

🎥 VIDEO CHAPTERS:
0:00 Intro
1:41 Istiklal Street
2:32 Turkish ""Hamam""
3:32 Galata Bridge
4:23 Topkapi Palace
5:19 Galata Tower
5:45 Grand Bazaar & Spice Bazaar
6:46 Hagia Sophia (Free Walking Tour)
8:00 Bonus Activities
8:34 Things We Learned

#istanbul #turkey #thingstodo","['istanbul', 'istanbul turkey', 'things to do in istanbul', 'best things to do in istanbul', 'things to do in istanbul turkey', 'best things to do in istanbul turkey', 'istanbul 2022', 'istanbul turkey 2022', 'best of istanbul', 'istanbul travel guide', 'istanbul things to do', 'istanbul travel', 'istanbul travel vlog', 'hagia sophia', 'galata bridge', 'galata tower', 'best places to visit in istanbul', 'walking istanbul', 'istanbul travel tips', 'istanbul tips', 'world wild hearts turkey', 'istanbul turkey vlog']",2022-01-15T18:00:12Z,776650,9947,,567,PT10M16S,true
65,WLSnrXEtrT4,Hungry Passport,TOP 10 Things to do in NEW YORK CITY  | NYC Travel Guide,"NYC Top 10 travel guide. ⭐  Sponsored by BEEYOND packing cubes, a new way to pack your luggage 🧳 🎒 👉  https://amzn.to/34LTHv3 👈  (Amazon)
📱 Our mobile .pdf NYC travel guide $6.99 👉 https://gum.co/nycgd
📚 NEW!!! Print version $26.99 👉  https://hpst.me/aXorOc (Amazon)

Watch our BEFORE you go to NYC video 👉 https://youtu.be/RsYJRuXRlfA

Looking for quick and easy access to the attractions we mentioned in the video? You can book them through our TrueSpots page!
👉 https://www.truespots.com/creators/hungry-passport?destination=new-york-new-york-united-states

In this video, we’ll show you 10 best things to do in New York City (NYC):

CHAPTERS:
0:00 Intro
0:45 10. Times Square
1:49 9. One World Observatory, 9/11 Memorial, The Oculus
3:32 8. Parks
5:31 7. Iconic Buildings
7:37 6. Little Italy & Chinatown 
8:39 5. Museums
10:02 4. Grand Central Terminal
10:46 3. Brooklyn Bridge 
11:40 2. Wall Street 
12:29 1. Statue of Liberty
14:03 BONUS

_____________

OUR SOCIAL MEDIA:
⭐Instagram: https://www.instagram.com/hungrypassporttravel/  
⭐Facebook: https://www.facebook.com/hungrypassporttravel/  
⭐Twitter: https://twitter.com/Hungry_Passport   

For collaboration and inquiries: hpassport.travel(at)gmail.com 
👉Visit our WEBSITE: https://www.hungrypassport.xyz/
_____________

CC VIDEOS: 
Gott Love: https://youtu.be/Nzh6z7NC81M
naoko tosa: https://youtu.be/aYN-swlIhKI
Marcus Conte: https://youtu.be/1DKgwsBiHcg
El Boqueron Viajero: https://youtu.be/tdWaORZSBF4
Lost in Paradise: https://youtu.be/3P3nVnOpuLw
Travel Kevin BKH: https://youtu.be/Ye6f7UX4CDs
Клерк путешественник: https://youtu.be/NflUDkJ6340

#newyork #nyc #travelguide

🏢😎 NYC has more than 500 million square feet of total office space to accommodate every type of business. View listings here: 👉 https://www.squarefoot.com/ny/new-york/office-space 👈 (sponsored)","['new york city', 'top 10 new york', 'top 10 new york city', 'new york city attractions', 'nyc', 'top 10 things to do in new york city', 'new york city travel guide', 'travel guide', 'city guide', 'nyc travel guide', 'new york', 'what to do in new york city', 'new your city guide', 'new york top 10 attractions', 'things to do in new york', 'things to do in nyc', 'nyc travel', 'nyc travel tips', 'travel guide nyc', 'new york travel guide', 'travel tips', 'top 10', 'new york attractions']",2019-06-12T16:18:58Z,2135222,29779,,1289,PT15M17S,true
66,8qyhpVsSqyE,Joyous Travel,Amazing Places to visit in Thailand - Travel Video,"Thailand is the perfect destination for those who want to continue getting to know the best side of the Asian region. You cannot leave it out of your bucket list!. This country, located on the southwestern side of the continent, is well known for offering one of the best tourist experiences in the world without destroying your budget. You will be able to admire the beautiful mountainous areas, which mix the local beauty with the mysticism of Thai culture. You can relax and enjoy a cocktail on paradisiacal beaches! So pack your camera and get ready, because we are going to explore Thailand!

Chapters: 

00:00 Why visiting Thailand
00:49 Bangkok 
01:59 Ayutthaya
02:48 Phuket 
03:28 Sam Kamphaeng 
04:13 Chiang Mai
05:23 Koh Samui 
06:24 Erawan National Park
07:07 Similan Islands
08:16 Sukhothai National Park
09:03 Khao Yai National Park 
09:48 Places in Thailand

#Thailand #Places #Travel","['best places', 'places', 'travel video', 'amazing places', 'Best Places to Visit', 'Places to Visit', 'virtual tours', 'Tourist destination', 'thailand', 'thailand travel', 'thailand tourism', 'thailand islands', 'Ko Chang', 'chiang rai', 'chiang mai', 'bangkok', 'khao sok', 'Ayutthaya', 'Phuket', 'Chiang Mai', 'Similan Islands', 'Koh Samui', 'top 10 thailand', 'travel thailand', 'top 10', 'best of thailand', 'traveling to thailand', 'backpacking thailand', 'travel tips', 'travel advice thailand', 'travel thai']",2021-08-11T20:36:21Z,516078,6544,,150,PT10M25S,true
67,Q8A__CjIpS0,Joyous Travel,Amazing Places to Visit in Lithuania - Travel Video,"Are you planning to visit Lithuania?  Traveling to this pearl of the Baltic region will surprise you with historical and cultural marvels, its natural beauty, and vivid cities. Lithuania, besides its rich history, is packed with spectacular landscapes and extraordinary scenery. This and more awaits for you in this beautiful corner of the Baltic region. Buckle up, get comfy, and let the tour begin. 

Let's take a look at the 10 best places to visit in Lithuania that should be on everyone's bucket list. 

Chapters:
00:00 Why visiting Lithuania
00:30 Vilnius
02:06 Užupis
02:50 Trakai Castle 
03:33 Kaunas
04:22  Open-air museum in Rumšiškės 
05:08 The Hill of Crosses
05:46 Druskininkai
06:22 Grūtas Park 
07:05 Klaipeda
08:03 Curonian Spit National Park
09:16 Places in Lithuania

#Lithuania  #Places #Travel
'","['best places', 'places', 'travel video', 'amazing places', 'Best Places to Visit', 'Places to Visit', 'Places to Visit in Lithuania', 'Lithuania', 'Vilnius', 'Užupis', 'Trakai Castle', 'Kaunas', 'Rumšiškės', 'Druskininkai', 'Hill of Crosses', 'Grūtas Park', 'Klaipeda', 'Curonian Spit National Park', 'Places in Lithuania', 'virtual tours', 'Tourist destination', 'Amazing Facts About Lithuania']",2021-04-23T21:44:29Z,91550,2837,,130,PT10M3S,true
68,7d0MWi8kiNY,Travel Apple,"13 Best Place to Visit in Sarawak, Malaysia | Travel Spots Compilation",,,2021-02-21T01:29:41Z,30771,417,,20,PT10M34S,false
69,_m8R9YRukJE,touropia,21 Best Places to Visit in Southeast Asia - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-to-visit-in-southeast-asia/

Southeast Asia is a group of diverse countries between the Indian Ocean and the Pacific Ocean, featuring indigenous cultures influenced by Indian, Chinese and Western culture. It has long been a favorite corner of the world for globe-tramping backpackers, known for its perfect beaches, tasty cuisine and low prices. The region represents a totally different culture for Western travelers. Instead of cathedrals, they’ll find temples. Instead of cold temperatures in the winter, they’ll be bathed in a tropical climate. They may find simple accommodations in remote fishing villages but also luxurious hotels in the cities and on the islands. Here’s a look at the best places to visit in Southeast Asia:","['southeast asia', 'southeast asia travel', 'southeastasia', 'southeast asia tourism', 'laos travel', 'cambodia travel', 'singapore travel', 'myanmar travel', 'burma travel', 'thailand travel', 'indonesia travel', 'malaysia travel', 'Philippines', 'Philippines travel', 'bangkok', 'singapore', 'hanoi', 'halong bay', 'borobudur', 'ifaguo', 'inle lake', 'bagan', 'palawan', 'Mount Kinabalu', 'komodo national park', 'luang prabang', 'bali', 'angkor']",2019-11-01T07:39:38Z,1990413,17179,,1534,PT27M50S,true
70,32AciEK2P5Y,touropia,10 Best Countries to Visit in Africa - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-countries-to-visit-in-africa/

Home to much more than just safaris and the pyramids, Africa is both the second-largest and second most-populous continent on Earth. While beautiful beaches and rugged cliffs line its long coastline, its vast interior encompasses everything from mountains and deserts to tropical rainforests and the Nile river. Home to a vast array of different cultures and languages, Africa offers an intoxicating mix of old and new, as many of its age-old traditions and customs still survive to this day. Here’s a look at the best countries to visit in Africa:","['africa', 'africa travel', 'africa tourism', 'kenya', 'tanzania', 'south africa', 'morocco', 'uganda', 'egpyt', 'tunizia', 'mauritius', 'seychelles', 'namibia']",2020-10-30T11:47:42Z,355611,6560,,268,PT14M5S,true
71,fpVsrsvwe4M,touropia,10 Best Places to Visit in New Mexico - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-to-visit-in-new-mexico/

It’s no wonder that New Mexico is called the Land of Enchantment. Whether exploring ancient ruins, shopping for silver or just enjoying the ever-changing colors of the sky at sunset, New Mexico casts its charm on every visitor. With varied landscapes that range from red rock mesas to snow-capped mountains, New Mexico encapsulates all of the geological features that attract visitors to the American Southwest. No other state, however, has such a unique palette of light-infused colors, which is why so many artists call New Mexico home. Here’s a look at the best places to visit in New Mexico:","['Very Large Array', 'Albuquerque', 'Chaco Canyon', 'Carlsbad Caverns', 'santa fe', 'taos', 'new mexico', 'new mexico travel', 'new mexico tourism', 'taos pueblo']",2021-04-21T13:27:14Z,631696,9692,,868,PT12M1S,true
72,3AJtjrATkZM,Kenron ENT,OMG! Best best place to visit in Mombasa ever!,"best places to visit in Mombasa and have a wonderful time
1.Nyali Beach: This scenic, white sand beach is a popular locale for swimming, sunbathing, picnicking & relaxing

2.Diani Beach: Diani Beach is a major beach on the Indian Ocean coast of Kenya. It is located 30 kilometers south of Mombasa, in Kwale County. It has been voted Africa's leading beach destination for the fifth time running since 2015

3.Fort Jesus: Fort Jesus is a fort located on Mombasa Island. Designed by Italian Giovanni Battista Cairati, it was built between 1593 and 1596, by order of King Philip I of Portugal, to guard the Old Port of Mombasa.

4.Haller Park(Mamba Village): Haller Park is a nature park in Bamburi, Mombasa, on the Kenyan coast. It is the transformation of a quarry wasteland into an ecological area. Haller Park holds a variety of plant and animal species which serve as a recreation spot for tourists and locals.

5.Wild Waters: awesome water park

6.Ali Barbour's Cave Restaurant: offers a fine dining experience in a magical cave on Diani Beach.

7.Tamarind Dhow: floating restaurant sitting on a boat in the Indian Ocean 

8. Shree Cutch Satsang Swaminarayan Temple: The Mandir, (Temple) is an old temple dedicated to Lord Swaminarayan. Its main attraction is the eye-catching colorful double doors with carvings of the ten known avatars of God per Hinduism.

9.Gollden Key Casino: Atop East Africa's finest seafood restaurant, The Tamarind, in the exotic coastal resort town of Mombasa in Kenya","['MOMBASA BEST PLACE TO VISIT', 'Cocomelon', 'SET India', '5-Minute', 'sexy video', 'bbw', 'america', 'kenya', 'india', 'indian', 'dark', 'secret', 'hidden', 'mombasa best palce to visit', 'best place to visit in mombasa', 'best palace to visit in mombasa', 'best palce to visit in mombasa', 'mombasa best palace to visit', 'mombasa raha', 'visit mombasa on a budget', 'china', 'mombasa town', 'things to do in mombasa', 'best beach in mombasa', 'Mombasa beach']",2020-12-16T04:14:59Z,34570,297,,40,PT7M56S,false
